5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed 
02/06/2018 12:52,25,1,100
11/06/2018 00:12,50,1,100
31/05/2018 15:33,25,1,100
11/06/2018 11:12,25,1,100
10/06/2018 18:04,25,1,100
08/06/2018 14:38,25,1,100
05/06/2018 19:39,50,1,100
06/06/2018 01:06,25,1,100
11/06/2018 13:10,25,1,100
11/06/2018 14:43,25,1,100
11/06/2018 14:00,25,1,100
04/06/2018 22:27,25,1,100
08/06/2018 16:09,50,1,100
06/06/2018 15:07,25,1,100
05/06/2018 16:36,25,1,100
08/06/2018 18:01,75,1,100
05/06/2018 11:06,25,1,100
06/06/2018 19:26,50,1,100
07/06/2018 12:12,25,1,100
05/06/2018 15:11,25,1,100
08/06/2018 00:41,25,1,100
07/06/2018 16:39,25,1,100
08/06/2018 12:52,25,1,100
09/06/2018 12:35,25,1,100
07/06/2018 19:23,50,1,100
13/06/2018 11:09,25,1,100
08/06/2018 02:02,25,1,100
31/05/2018 18:31,50,1,100
10/06/2018 15:36,25,1,100
05/06/2018 19:12,50,1,100
10/06/2018 01:21,25,1,100
06/06/2018 01:06,25,1,100
10/06/2018 19:28,25,1,100
01/06/2018 23:37,25,1,100
08/06/2018 02:02,25,1,100
09/06/2018 15:35,50,1,100
02/06/2018 12:52,25,1,100
10/06/2018 14:30,25,1,100
05/06/2018 19:46,50,1,100
08/06/2018 23:38,25,1,100
05/06/2018 12:16,25,1,100
09/06/2018 16:04,50,1,100
05/06/2018 11:30,25,1,100
06/06/2018 12:28,25,1,100
05/06/2018 23:49,25,1,100
04/06/2018 23:16,25,1,100
10/06/2018 15:36,25,1,100
08/06/2018 00:41,25,1,100
10/06/2018 11:35,25,1,100
08/06/2018 12:08,25,1,100
